tag,pixel_x,pixel_y,x,y,z,proj_u,proj_v,pix_dist,near_count
left_mid,610.0,520.0,1.5397554636001587,3.706939458847046,-0.13159702718257904,606.359619140625,524.5482177734375,5.825689792633057,22
front_mid,760.0,625.0,0.3225882649421692,1.1876938343048096,1.5544618368148804,755.67431640625,620.6549072265625,6.131180286407471,72
right_front,980.0,610.0,0.14096663892269135,1.215382695198059,1.490691065788269,981.3719482421875,610.7665405273438,1.5715681314468384,9
right_mid,1070.0,550.0,0.7460072040557861,3.733895778656006,-0.2333684116601944,1072.57666015625,555.3486938476562,5.936977863311768,24
